election_year,state_name,constituency_name,constituency_type,party_name,candidate_name,EVM_votes,postal_votes,total_votes,rank,units
2024,Andhra Pradesh,Narsapuram,General,Independent,ADDANKI DORABABU,1388,5,1393,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsapuram,General,Independent,GOTTUMUKKALA SHIVAJI,1378,6,1384,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsapuram,General,Independent,ADINARAYANA DUPPANAPUDI,1002,5,1007,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsapuram,General,Pyramid Party of India,MANNE LEELA RAMA NARENDRA,922,8,930,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsapuram,General,Independent,RAMA DURGA PRASAD THOLETI,919,1,920,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsapuram,General,Independent,RUKHMINI,683,3,686,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsapuram,General,Independent,ADABALA SIVA,682,1,683,22,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsapuram,General,None of the Above,NOTA,7554,123,7677,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Telugu Desam,PUTTA MAHESH KUMAR,737644,8707,746351,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Yuvajana Sramika Rythu Congress Party,KARUMURI SUNIL KUMAR,559318,5176,564494,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Indian National Congress,KAVURI LAVANYA,19820,1006,20826,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Navarang Congress Party,AJAY BABU BODA,12197,13,12210,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Bahujan Samaj Party,NITTA AKHILA DHARANI PAL,6664,68,6732,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Independent,BOKINALA KOTESWARA RAO,2253,10,2263,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Andhra Rastra Praja Samithi,RUDRAPAKA RATNA RAO (R.R.R),1523,3,1526,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Independent,KANDAVALLI JEEVA DEVA DAYAKAR,1172,8,1180,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Independent,AGASTEEN KOMMINA,1001,3,1004,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Liberation Congress Party,DR. MENDEM SANTHOSH KUMAR (PEDDA BABULU),777,9,786,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Bharatheeya Jawan Kisan Party,RAJESWARA RAO KONDRU,729,3,732,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Pyramid Party of India,GODUGUPATI VEERA RAGHAVULU,710,5,715,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,Bharatha Chaitanya Yuvajana Party,BYRABOYINA MALYADRI,705,10,715,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Eluru,General,None of the Above,NOTA,22371,144,22515,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Janasena Party,BALASHOWRY VALLABHANENI,712149,12290,724439,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Yuvajana Sramika Rythu Congress Party,SIMHADRI CHANDRA SEKHAR RAO,495211,6049,501260,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Indian National Congress,GOLLU KRISHNA,31130,695,31825,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Jatiya Jana Sena Party,BAAL SHOURI CHODABATHINA,10518,623,11141,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Bahujan Samaj Party,DEVAMANI DEVARAPALLI,9911,117,10028,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,All India Forward Bloc,KOMMARAJU SIVA NARASIMHA RAO,5245,9,5254,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Independent,VALLABHANENI NAGA PAVAN KUMAR,5206,14,5220,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Jai Maha Bharath Party,MARADANI K R SWAMY,2206,8,2214,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Independent,GANDHI DHANEKULA,1989,2,1991,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Independent,PAMULA BALA SOWRYAMMA,1576,6,1582,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Independent,ANUSHA YERUVA,1233,2,1235,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Independent,GUDAVALLI VENKATA KEDARESWARA RAO,1102,9,1111,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Independent,JOGI VEERANJANEYULU,1020,2,1022,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Independent,DAMODARA RAO GUDAVALLI,928,2,930,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,Independent,APPARAO ENNETI,625,1,626,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Machilipatnam,General,None of the Above,NOTA,12008,118,12126,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Telugu Desam,KESINENI SIVANATH (CHINNI),784722,9432,794154,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Yuvajana Sramika Rythu Congress Party,KESINENI SRINIVAS (NANI),505637,6432,512069,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Indian National Congress,BHARGAV VALLURU,23498,608,24106,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Navataram Party,KRISHNA KISHORE YANAMANDRA,7710,168,7878,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Independent,VENKATA ASHOK PAPPURI,6672,,6672,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Independent,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),3199,,3199,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Bahujan Samaj Party,MEKA VENKATESWARA RAO,2184,49,2233,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Independent,ANIL KUMAR MADDINENI,1240,,1240,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Telugu Rajadhikara Samiti Party,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),609,6,615,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Navarang Congress Party,SYED KHAMURUNNISA,600,1,601,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Pyramid Party of India,CHAGANTIPATI GANGADHAR GANDHI,486,3,489,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Jaibhim Rao Bharat Party,DATLA LURTHU MERI,409,8,417,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Republican Party of India (Athawale),PERAM SIVA NAGESWARA RAO,365,3,368,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Andhra Rastra Praja Samithi,DEVARASETTY RAVEENDRA BABU,328,3,331,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Socialist Unity Centre Of India (COMMUNIST),GUJJULA LALITHA,323,4,327,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,All India Jaihind Party,N DASARADHA RAMI REDDY,268,1,269,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,Jai Maha Bharath Party,CHINTHALACHERUVU HEMALATHA,239,5,244,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Vijayawada,General,None of the Above,NOTA,9038,155,9193,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Telugu Desam,DR CHANDRA SEKHAR PEMMASANI,851020,13928,864948,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Yuvajana Sramika Rythu Congress Party,KILARI VENKATA ROSAIAH,513563,6690,520253,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Communist Party of India,JANGALA AJAY KUMAR,8317,320,8637,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Navataram Party,SIVAREDDY. ENDREDDY,5628,1,5629,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Bahujan Samaj Party,TENALI PRAKASH,4172,100,4272,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Jatiya Jana Sena Party,SIKHAKOLLI HEMA GOWRI SHANKAR,1959,5,1964,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Jaibhim Rao Bharat Party,SAMUDRALA CHINNA KOTAIAH,1748,5,1753,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Jana Sahayaka Sakthi,UMAR BHASHA SHAIK,1273,2,1275,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Navarang Congress Party,SYED. SAIDA,1216,6,1222,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Pyramid Party of India,AMBATI CHALAMAIAH,1029,2,1031,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Independent,PILLI BABU RAO,688,4,692,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Jai Bharat National Party,HARI VENKATA SATISH KURNALA,540,2,542,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Bengaluru Nava Nirmana Party,VISHNU REDDY LANKIREDDY,461,,461,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Navodayam Party,EMANI. CHANDRASEKHAR RAO,409,5,414,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Independent,SHAIK. KHAJAVALI,387,4,391,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Viduthalai Chiruthaigal Katchi,CHALLAPALLI RATAN RAJU,374,4,378,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Independent,KANNEBOYINA VAMSI KRISHNA YADAV,368,7,375,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Andhra Pradesh Rashtra Samithi,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,353,5,358,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Independent,GAYATRI AUDHIPUDI,350,7,357,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Independent,ASHOK ANAND GALI,335,,335,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Independent,SHAIK ASLAM AKTHER,334,1,335,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Telugu Rajadhikara Samiti Party,PATHAN KHAJA (BASHA),328,4,332,23,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Marxist Communist Party of India (United),AMARTHALURI VENKATESWARA RAO.,308,4,312,25,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Indian Labour Party (Ambedkar Phule),DR. RAYAPUDI RAJESH VIJAY KUMAR,306,4,310,26,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Loktantrik Janta Dal,BURAGA RATNAM,304,12,316,24,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Independent,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,268,,268,27,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Independent,SIVA PARVATHI,262,4,266,28,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,All Peoples Party,BOMMASANI MUTYALA RAO,200,7,207,29,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Independent,SRIKRISHNA AKKISETTI,179,,179,30,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,Independent,MADAVARAPU NAGA RAJU,172,,172,31,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Guntur,General,None of the Above,NOTA,7210,177,7387,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Telugu Desam,LAVU SRIKRISHNA DEVARAYALU,798097,9899,807996,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Yuvajana Sramika Rythu Congress Party,ANIL KUMAR POLUBOINA,642186,6081,648267,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Indian National Congress,GARNEPUDI ALEXANDER SUDHAKAR,17520,526,18046,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Bahujan Samaj Party,ORSU PREMARAJU,5276,33,5309,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Jaibhim Rao Bharat Party,KUCHIPUDI JOHN BABU,2328,8,2336,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Revolutionary Socialist Party,GARLAPATI SUBHASH PREM,1243,2,1245,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Independent,YAMPATI VEERANJANEYA REDDY,1056,1,1057,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Independent,SUBBARAO CHALLA,1051,,1051,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Independent,ABDUL RAJAK SHAIK,718,5,723,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Pyramid Party of India,KOTA POTHURAJU,667,3,670,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Jaathia Chethi Vruthula Ikya Vedika Party,P VENKATESH,385,3,388,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,National Nava Kranthi Party,PASUPULETI PICHAIAH,353,3,356,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Navarang Congress Party,PAPPULA SAMBASIVA RAO,331,1,332,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,Jatiya Jana Sena Party,DOCTOR GODA RAMESH KUMAR,305,4,309,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,All India Forward Bloc,THOKALA NAGA RAJU,277,8,285,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Narsaraopet,General,None of the Above,NOTA,11120,79,11199,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Telugu Desam,KRISHNA PRASAD TENNETI,706757,10736,717493,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Yuvajana Sramika Rythu Congress Party,NANDIGAM SURESH BABU,503816,5646,509462,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Indian National Congress,J.D. SEELAM,41673,1586,43259,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Bahujan Samaj Party,DOKKA JAGAN MOHANA RAO,6774,83,6857,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Navataram Party,NALAMALA TIRUPATI RAO,2888,76,2964,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,BUSSA. NAGARAJU,1311,7,1318,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,GADDE. VIJAYA LAKSHMI,1046,5,1051,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Pyramid Party of India,KATTAPOGU. VIJAY KUMAR,893,4,897,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,KONDRU KIRAN KUMAR,791,6,797,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,KATTA ANAND BABU,704,25,729,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,India Praja Bandhu Party,MERUGUPALA SADASIVA RAO,669,4,673,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,KATTA HEMANAND,547,2,549,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Jaibhim Rao Bharat Party,PARRE. KOTAIAH,408,4,412,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Liberation Congress Party,PALADUG VIJENDRA RAO (BAHUJAN),294,12,306,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,All Peoples Party,CHINNAM MURALIDHAR,252,3,255,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,None of the Above,NOTA,13599,124,13723,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Ongole,General,Telugu Desam,MAGUNTA SREENIVASULU REDDY,689829,12065,701894,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Andhra Pradesh,Ongole,General,Yuvajana Sramika Rythu Congress Party,DR CHEVIREDDY BHASKAR REDD,644052,7643,651695,2,"EVM_votes, postal_votes, total_votes in absolute number"
